"WellCount","MeasuredEquipmentLeaks","MeasuredChemicalInjectionPumps","MeasuredTanks","HCProduced","WaterProduced","GasProduced","Wellheadpressure","Age","ProducingType","WellStruct","TotalPneumaticControllers","TotalChemicalInjectionPumps","Combuster","tracerflux","emissionsSum"
2,9,0,0,2.43,2,0.1,257,2.5,"Other Tight Reservoir Rock","Vertical",12,4,"Yes","No",13.345497
8,4,0,0,2.43,567.59,29.56,997,6.73,"Other Tight Reservoir Rock","Vertical",15,0,"Yes","Yes",13.345497
2,3,1,0,47.1,423,0.88,95,0.9,"shale gas","Horizontal",9,0,"Yes","Yes",12.8242796
8,9,1,0,47.1,899.82,46.87,1180,2.45,"shale gas","Horizontal",21,0,"Yes","No",12.8242796
3,1,0,0,273,0,0.23,822,1,"shale gas","Horizontal",16,0,"No","No",12.6895846
9,7,0,0,273,314.73,16.39,391,5.91,"shale gas","Horizontal",35,0,"Yes","Yes",12.6895846
5,6,6,17,1953.12,618.58,32.22,1122,3.93,"shale gas","Horizontal",25,8,"Yes","Yes",12.67374928
9,2,2,1,1476.61,692.8,36.08,1443,1.45,"Other Tight Reservoir Rock","Vertical",16,4,"Yes","Yes",12.58373914
3,0,0,0,0,20,8,410,1,"shale gas","Horizontal",12,12,"Yes","No",12.38848325
4,8,0,0,0,41.72,2.17,196,6.79,"shale gas","Horizontal",34,0,"No","No",12.38848325
3,0,0,1,0,1,5.73,512,2.7,"shale gas","Horizontal",2,0,"No","No",12.33704175
2,3,0,1,0,143.79,7.49,481,2.42,"shale gas","Horizontal",20,1,"Yes","Yes",12.33704175
2,1,9,8,1854.02,403.95,29.99,2134.43,2.7,"shale gas","Vertical",8,9,"Yes","No",12.322079
2,5,6,17,1965.73,268.09,13.96,962,0.31,"Other Tight Reservoir Rock","Vertical",8,9,"Yes","Yes",12.22804715
3,0,3,1,0,88.3,2.08,200,2,"shale gas","Horizontal",6,6,"No","No",12.1501996
1,7,3,1,0,452.65,23.58,525,1.61,"shale gas","Horizontal",26,2,"No","No",12.1501996
6,3,10,10,450.51,1030.98,33.72,2399.9,3.8,"shale gas","Vertical",14,10,"Yes","Yes",11.932184
6,12,1,9,867.01,308.25,16.05,499,1.84,"Other Tight Reservoir Rock","Directional",22,3,"Yes","Yes",11.72263296
4,5,1,3,2492.47,205.3,10.69,467,1.36,"Other Tight Reservoir Rock","Vertical",8,5,"Yes","Yes",11.20378754
8,1,6,18,2975.09,875.8,12.77,908.86,4.4,"shale gas","Vertical",5,6,"Yes","Yes",11.09768
6,1,0,0,0,696.16,36.26,1555,0.44,"shale gas","Vertical",5,1,"Yes","Yes",11.07800595
1,0,0,0,0,1370,1.79,956,1.6,"shale gas","Horizontal",2,0,"No","No",11.0780059
4,2,0,1,0,7.02,0,60,5,"shale gas","Horizontal",2,0,"No","No",10.9769374
9,6,0,1,0,331.85,17.28,1323,0.14,"shale gas","Vertical",6,1,"Yes","No",10.9769374
9,4,2,11,1675.34,847.16,19.02,1353.68,5,"shale gas","Vertical",10,2,"Yes","No",10.8846595
5,3,1,12,473.39,717.55,37.37,1058,2.05,"Other Tight Reservoir Rock & Shale","Vertical",5,1,"Yes","Yes",10.75465496
1,2,3,1,62.96,7.63,0.4,1159,5.51,"shale gas","Vertical",15,5,"Yes","Yes",10.6189088
4,6,2,2,1441.63,611.11,31.83,378,0.25,"shale gas","Vertical",12,5,"Yes","Yes",10.42496554
5,4,0,0,0,50,14.4,180,0.6,"shale gas","Horizontal",10,10,"Yes","No",10.4222745
5,3,0,0,0,474.2,24.7,986,2.56,"shale gas","Vertical",22,0,"No","No",10.4222745
1,8,6,3,2415.07,136.42,7.11,1357,3.99,"Other Tight Reservoir Rock","Directional",32,9,"Yes","No",10.40791406
5,5,5,13,2837.84,628.7,35.41,2520.18,3.5,"shale gas","Vertical",6,5,"Yes","No",9.9881265
6,2,0,1,0,86,10.25,420,1.3,"shale gas","Horizontal",0,0,"No","Yes",9.51937635
1,12,0,1,0,375.42,19.55,1526,3.5,"shale gas","Horizontal",35,0,"Yes","Yes",9.51937635
5,5,2,4,173.09,1489.87,38.45,2736.54,3.7,"shale gas","Vertical",1,2,"Yes","No",9.1060475
1,11,1,10,1484.31,357.55,18.62,1365,2.93,"Other Tight Reservoir Rock","Directional",33,6,"Yes","No",8.97974363
6,6,4,18,2675.86,409.64,21.34,1511,3.21,"Other Tight Reservoir Rock","Vertical",25,8,"Yes","Yes",8.93888688
4,6,1,19,2432.62,148.27,7.72,619,4.88,"Other Tight Reservoir Rock & Shale","Horizontal",27,2,"Yes","Yes",8.892115375
1,1,0,0,987,65,3.16,3500,0.5,"shale gas","Horizontal",4,0,"No","No",8.8250624
3,6,0,0,987,572.18,29.8,1947,1.38,"shale gas","Horizontal",27,0,"Yes","No",8.8250624
2,0,0,0,0,88,31.8,512,2.7,"shale gas","Horizontal",2,0,"No","No",8.76717435
1,6,0,0,0,573.04,29.85,244,1.69,"shale gas","Horizontal",34,1,"No","No",8.76717435
1,0,0,0,3.36,10.1,1.44,168,0.8,"shale gas","Horizontal",7,5,"Yes","No",8.7458052
4,5,0,0,3.36,611.81,31.87,297,1.86,"shale gas","Vertical",6,0,"Yes","No",8.7458052
1,4,0,0,0,30,5,410,0.2,"shale gas","Horizontal",2,2,"No","No",8.54427255
8,6,0,0,0,261.39,13.61,1582,0.06,"shale gas","Vertical",5,0,"Yes","Yes",8.54427255
9,4,3,8,589.31,924.33,48.14,1502,5.7,"shale gas","Vertical",8,3,"Yes","No",7.894777275
2,1,0,0,0,10,2.11,512,2.7,"shale gas","Horizontal",0,0,"No","No",7.6986987
8,9,0,0,0,889.28,46.32,1717,5.02,"shale gas","Vertical",10,0,"Yes","Yes",7.6986987
7,3,0,1,1.73,1.8,0.05,364,4,"Other Tight Reservoir Rock & Shale","Vertical",6,2,"Yes","Yes",7.5085956
4,4,0,1,1.73,36.51,1.9,1248,6.94,"Other Tight Reservoir Rock & Shale","Vertical",7,0,"Yes","Yes",7.5085956
3,0,0,0,0,33,5.42,177,0.5,"shale gas","Horizontal",0,0,"No","No",7.46128955
9,9,0,0,0,397.6,20.71,923,3.49,"shale gas","Vertical",26,0,"Yes","Yes",7.46128955
1,0,1,0,0,22.8,0.1,125,3,"shale gas","Horizontal",2,2,"No","No",6.7096513
1,9,1,0,0,247.3,12.88,1338,0.36,"shale gas","Horizontal",33,1,"Yes","No",6.7096513
8,4,0,2,96.7,349,0.5,560,0,"Other Tight Reservoir Rock","Directional",3,1,"No","Yes",6.70176045
4,10,0,2,96.7,346.63,18.05,1513,5.45,"Other Tight Reservoir Rock","Directional",25,0,"Yes","Yes",6.70176045
9,3,9,10,958.97,581.53,9.86,701.75,2.4,"shale gas","Vertical",6,9,"Yes","No",6.472939
9,5,1,13,1923.68,718.47,2.83,201.41,1.8,"shale gas","Vertical",1,1,"Yes","Yes",6.2109465
1,6,3,14,1727.82,33.65,1.75,1677,1.71,"shale gas","Vertical",6,5,"Yes","No",6.03393956
1,1,6,10,14.95,413.84,21.55,1831,5.87,"shale gas","Vertical",5,10,"Yes","Yes",5.759076565
6,3,4,14,576.53,1263.65,14.03,998.53,1.1,"shale gas","Vertical",4,4,"No","No",5.6048795
2,2,4,5,306.56,249.47,12.99,1529,5.64,"Other Tight Reservoir Rock","Vertical",6,5,"Yes","Yes",5.47243114
8,4,0,0,0,100,11.2,190,0.5,"shale gas","Horizontal",6,6,"Yes","No",5.42168825
5,5,9,10,1422.06,778.88,12.64,899.61,4.6,"shale gas","Vertical",2,9,"Yes","No",5.403486
8,0,0,0,0,12,2.5,171,0.6,"shale gas","Horizontal",3,3,"No","No",5.263775
2,6,0,0,0,412.11,21.46,195,4.73,"shale gas","Vertical",13,0,"Yes","Yes",5.263775
6,3,0,0,0,30,5.2,410,0.1,"shale gas","Horizontal",2,2,"No","No",5.252115
4,2,0,0,0,479.16,24.96,152,0.14,"shale gas","Vertical",15,0,"Yes","No",5.252115
5,1,0,0,538,130,3,698,1.5,"shale gas","Horizontal",12,0,"No","No",4.9415751
4,2,0,0,538,278.75,14.52,1529,0.28,"shale gas","Vertical",8,0,"Yes","Yes",4.9415751
7,5,8,20,2079.31,191.43,38.23,2720.88,2.7,"shale gas","Vertical",4,2,"No","No",4.559907
2,0,0,0,0,148,12.76,970,0.4,"shale gas","Horizontal",4,0,"No","No",4.1143245
1,4,0,0,0,434.29,22.62,1744,6.19,"shale gas","Vertical",15,0,"Yes","No",4.1143245
1,0,2,0,0,6,0.66,150,4,"shale gas","Horizontal",3,3,"No","No",4.0517334
3,5,2,0,0,70.49,3.67,1987,0.14,"shale gas","Vertical",6,1,"Yes","No",4.0517334
1,3,2,3,2695.08,398.62,20.76,765,0.06,"Other Tight Reservoir Rock & Shale","Vertical",9,4,"Yes","No",3.827432675
1,2,0,0,0,6.67,0.69,934,2.7,"shale gas","Horizontal",1,0,"No","No",3.5632476
9,6,0,0,0,527.33,27.47,747,1.09,"shale gas","Vertical",19,0,"Yes","Yes",3.5632476
2,2,10,5,66.82,628.12,5.45,387.88,5,"shale gas","Vertical",10,10,"Yes","Yes",3.352921
1,0,0,0,1830,506,6.51,3344,0.7,"shale gas","Horizontal",12,0,"No","No",3.3106645
1,0,0,0,0,10,0.79,798,3.2,"shale gas","Horizontal",1,0,"No","No",3.1447295
1,1,0,0,0,6.68,0.94,123,3.5,"shale gas","Vertical",1,0,"No","No",2.9674876
1,3,0,0,0,533.88,27.81,1301,5.54,"shale gas","Vertical",22,2,"No","No",2.9674876
2,4,0,2,7.54,3.42,0.14,274,5.9,"Other Tight Reservoir Rock & Shale","Vertical",21,7,"Yes","Yes",2.81415915
5,1,0,2,7.54,537.96,28.02,991,5.74,"Other Tight Reservoir Rock & Shale","Vertical",7,0,"Yes","No",2.81415915
3,0,0,3,919,0,4.71,84,1.5,"shale gas","Horizontal",16,0,"Yes","No",2.3825516
1,0,0,0,0,3,1.1,410,1,"shale gas","Horizontal",3,3,"No","No",2.3268784
1,3,0,0,0,850.17,44.28,1592,5.08,"shale gas","Vertical",5,0,"Yes","No",2.3268784
3,4,7,16,2299.32,1029.77,27.16,1933.01,3,"shale gas","Vertical",2,7,"Yes","Yes",2.1909305
1,3,5,13,307.57,787.13,41,1347,2.66,"shale gas","Vertical",11,5,"Yes","Yes",2.12961573
3,5,3,3,2399.63,372.35,19.39,484,2.82,"Other Tight Reservoir Rock & Shale","Vertical",16,4,"Yes","No",2.10024914
6,3,0,0,70,2.95,0.42,327,1,"Other Tight Reservoir Rock & Shale","Vertical",0,0,"No","Yes",2.04064245
3,3,0,0,70,216.7,11.29,410,3.87,"Other Tight Reservoir Rock & Shale","Vertical",9,0,"Yes","Yes",2.04064245
6,0,0,0,950,910,13.41,729,1.5,"shale gas","Horizontal",16,0,"Yes","No",1.700699
1,0,0,0,0,3,1.48,169,2.2,"shale gas","Horizontal",8,2,"No","No",1.5018201
1,1,0,0,0,10,2,410,1.1,"shale gas","Horizontal",3,3,"No","No",1.3729287
5,6,5,18,666.01,296.8,15.46,1884,2.85,"shale gas","Vertical",9,8,"Yes","No",1.34729518
1,1,0,0,11.4,10.3,0.18,257,3.3,"Other Tight Reservoir Rock","Horizontal",24,8,"Yes","No",1.30553775
5,11,0,0,11.4,294.52,15.34,163,3.55,"Other Tight Reservoir Rock","Vertical",14,0,"Yes","Yes",1.30553775
1,0,0,0,0,14.2,1.2,998,1.8,"shale gas","Horizontal",2,0,"No","No",1.21319825
6,9,0,0,0,470.14,24.49,224,5.64,"shale gas","Horizontal",9,0,"Yes","No",1.21319825
4,4,6,20,1812.33,74.23,3.87,933,0.85,"Other Tight Reservoir Rock","Vertical",5,8,"Yes","Yes",1.207482925
1,1,0,0,0,12,5.15,1412,0.6,"shale gas","Horizontal",0,0,"No","No",1.206216
6,6,0,0,0,846.75,44.1,201,3.55,"shale gas","Vertical",11,1,"Yes","Yes",1.206216
2,0,0,1,21.6,13.1,0.32,264,1,"Other Tight Reservoir Rock","Directional",24,8,"Yes","No",1.18948995
8,4,0,1,21.6,240.5,12.53,1861,6.95,"Other Tight Reservoir Rock","Vertical",8,0,"Yes","Yes",1.18948995
4,3,0,1,8.76,4.63,0.07,307,1,"Other Tight Reservoir Rock & Shale","Directional",0,0,"No","Yes",1.0444302
3,3,0,1,8.76,685.92,35.73,1495,3.16,"Other Tight Reservoir Rock & Shale","Vertical",8,0,"Yes","No",1.0444302
1,2,0,2,2.59,8.75,0.06,381,9,"Other Tight Reservoir Rock","Vertical",6,2,"Yes","No",0.95739435
2,2,0,2,2.59,378.32,19.7,234,6.82,"Other Tight Reservoir Rock","Vertical",8,0,"Yes","Yes",0.95739435
1,1,0,0,0,30,1.6,410,0.5,"shale gas","Horizontal",2,2,"No","No",0.842204
6,8,0,0,0,417.53,21.75,680,5.73,"shale gas","Vertical",28,0,"Yes","Yes",0.842204
3,1,0,0,0,0,0,0,2.5,"shale gas","Horizontal",2,0,"No","No",0.8316088
1,8,0,0,0,342.88,17.86,532,5.53,"shale gas","Horizontal",19,1,"Yes","No",0.8316088
6,1,0,0,1180,130,3.76,45,1.5,"shale gas","Horizontal",12,0,"Yes","No",0.8100455
9,3,0,0,1180,840.77,43.79,548,5.49,"shale gas","Horizontal",24,0,"Yes","Yes",0.8100455
1,0,0,0,99.6,111,5.51,512,2.7,"shale gas","Horizontal",0,0,"No","No",0.8020815
3,10,0,0,99.6,279.7,14.57,1665,4.09,"shale gas","Vertical",19,0,"Yes","Yes",0.8020815
5,0,0,0,0,1,5.21,512,2.7,"shale gas","Horizontal",2,0,"No","No",0.78742125
1,3,0,0,0,875.03,45.57,1238,3.87,"shale gas","Vertical",13,1,"Yes","No",0.78742125
1,0,1,0,0,5.85,0.22,64,5,"shale gas","Horizontal",2,0,"No","No",0.7818195
1,6,1,0,0,142.8,7.44,1053,1.51,"shale gas","Vertical",6,1,"Yes","No",0.7818195
1,0,0,0,0,0,0.03,512,8.5,"shale gas","Directional",1,0,"No","No",0.7727962
5,3,0,0,0,890.31,46.37,626,4.49,"shale gas","Vertical",25,0,"Yes","Yes",0.7727962
9,3,1,1,58.31,735.66,38.32,1340,1.76,"shale gas","Vertical",7,2,"Yes","No",0.540104125
7,0,5,14,998.22,316.78,16.5,380,2.35,"Other Tight Reservoir Rock & Shale","Vertical",17,8,"No","No",0.46029511
1,1,0,0,79.6,590,0.61,115,0.3,"shale gas","Horizontal",9,0,"Yes","No",0.37433825
7,8,0,0,79.6,340.33,17.73,1342,6.77,"shale gas","Horizontal",19,0,"Yes","Yes",0.37433825
6,5,2,3,1348.47,314.12,16.36,179,4.27,"shale gas","Vertical",6,4,"Yes","No",0.15570071
7,1,0,0,22.9,0,0.11,661,7,"Other Tight Reservoir Rock","Vertical",0,0,"Yes","No",0.09232245
2,2,0,0,22.9,661.45,34.45,662,4.88,"Other Tight Reservoir Rock","Vertical",9,0,"Yes","Yes",0.09232245
7,2,2,15,2424.42,816.44,42.52,714,5.49,"shale gas","Vertical",9,3,"Yes","No",0.091562295
6,8,6,15,167.67,240.74,12.54,1234,4.17,"Other Tight Reservoir Rock","Directional",8,11,"Yes","No",0.046637415
9,0,0,2,40.5,0,0.29,417,8,"Other Tight Reservoir Rock","Vertical",0,0,"Yes","No",0
1,0,0,1,0,2.34,0.25,61,5,"shale gas","Horizontal",2,0,"No","No",0
2,0,0,0,0,9.3,1.56,320,3.5,"shale gas","Horizontal",2,2,"Yes","No",0
1,0,0,0,0,2.3,3.79,583,2,"shale gas","Horizontal",1,1,"Yes","No",0
4,1,0,2,30.1,928,1.47,101,1.1,"shale gas","Horizontal",30,0,"Yes","No",0
6,4,0,2,40.5,0,0,471,1.3,"Other Tight Reservoir Rock","Vertical",10,0,"Yes","Yes",0
4,4,0,1,0,2.34,0.12,306,2.19,"shale gas","Vertical",6,1,"Yes","No",0
3,3,0,0,0,2.3,0.12,1448,1.85,"shale gas","Vertical",8,0,"Yes","No",0
9,2,0,2,30.1,928,48.33,1380,5.46,"shale gas","Vertical",12,0,"Yes","No",0
9,6,0,0,0,9.3,0.48,1637,3.38,"shale gas","Vertical",20,0,"No","Yes",0
